Nr notowania;Rok notowania;Pozycja;Tytuł;Artysta;Punkty
1094;2003;23;It's in Our Hands;Björk;8
1094;2003;24;Czemu gdy;Oxy.Gen;7
1094;2003;25;Little by Little;Oasis;6
1094;2003;26;One Last Breath;Creed;5
1094;2003;27;The Game of Love;Santana feat. Michelle Branch;4
1094;2003;28;Ja ogień ty woda;Wilki;3
1094;2003;29;Białe wakacje;Ścianka;2
1094;2003;30;A Winter's Tale (2002);Queen;1
1095;2003;1;Tam, gdzie nie sięga wzrok;Anna Maria Jopek & Friends with Pat Metheny;30
1095;2003;2;The Scientist;Coldplay;29
1095;2003;3;Feel;Robbie Williams;28
1095;2003;4;A Sorta Fairytale;Tori Amos;27
1095;2003;5;Życie to krótki sen;Stanisław Sojka;26
1095;2003;6;Ballada dla okruszka;Raz, Dwa, Trzy;25
1095;2003;7;I Am Mine;Pearl Jam;24
1095;2003;8;Cudzoziemka w raju kobiet;Hey;23
1095;2003;9;More Than This;Peter Gabriel;22
1095;2003;10;Liryka, liryka;Grzegorz Turnau;21
1095;2003;11;Again;Archive;20
1095;2003;12;Die Another Day;Madonna;19
1095;2003;13;Can't Stop Loving You;Phil Collins;18
1095;2003;14;Electrical Storm;U2;17
1095;2003;15;Simple Together;Alanis Morissette;16
1095;2003;16;Pod Papugami;Kora;15
1095;2003;17;Oczy tej małej;Raz, Dwa, Trzy;14
1095;2003;18;Just Like a Pill;P!nk;13
1095;2003;19;Did Anyone Approach You?;a-ha;12
1095;2003;20;These Foolish Things;Rod Stewart;11
1095;2003;21;Czemu gdy;Oxy.Gen;10
1095;2003;22;Little by Little;Oasis;9
1095;2003;23;The Zephyr Song;Red Hot Chili Peppers;8
1095;2003;24;Chciałbym umrzeć z miłości;Myslovitz;7
1095;2003;25;Santa María (del Buen Ayre);Gotan Project;6
1095;2003;26;One Last Breath;Creed;5
1095;2003;27;It's in Our Hands;Björk;4
1095;2003;28;Ja ogień ty woda;Wilki;3
1095;2003;29;I pozostanie tajemnicą;Anna Maria Jopek;2
1095;2003;30;Moje pieniądze;T. Love;1
1096;2003;1;Tam, gdzie nie sięga wzrok;Anna Maria Jopek & Friends with Pat Metheny;30
1096;2003;2;The Scientist;Coldplay;29
1096;2003;3;Życie to krótki sen;Stanisław Sojka;28
1096;2003;4;Feel;Robbie Williams;27
1096;2003;5;A Sorta Fairytale;Tori Amos;26
1096;2003;6;Ballada dla okruszka;Raz, Dwa, Trzy;25
1096;2003;7;Simple Together;Alanis Morissette;24
1096;2003;8;More Than This;Peter Gabriel;23
1096;2003;9;Again;Archive;22
1096;2003;10;I Am Mine;Pearl Jam;21
1096;2003;11;Cudzoziemka w raju kobiet;Hey;20
1096;2003;12;Pod Papugami;Kora;19
1096;2003;13;Chciałbym umrzeć z miłości;Myslovitz;18
1096;2003;14;Electrical Storm;U2;17
1096;2003;15;Liryka, liryka;Grzegorz Turnau;16
1096;2003;16;Just Like a Pill;P!nk;15
1096;2003;17;Oczy tej małej;Raz, Dwa, Trzy;14
1096;2003;18;Did Anyone Approach You?;a-ha;13
1096;2003;19;Die Another Day;Madonna;12
1096;2003;20;These Foolish Things;Rod Stewart;11
1096;2003;21;Little by Little;Oasis;10
1096;2003;22;One Last Breath;Creed;9
1096;2003;23;Ja ogień ty woda;Wilki;8
1096;2003;24;Czemu gdy;Oxy.Gen;7
1096;2003;25;In This World;Moby feat. Jennifer Price;6
1096;2003;26;Can't Stop Loving You;Phil Collins;5
1096;2003;27;You May Be in Love;Blue Café;4
1096;2003;28;Pieprz i sól;Kasia Kowalska;3
1096;2003;29;It's in Our Hands;Björk;2
1096;2003;30;You Don't Know You're Born;Mark Knopfler;1
1097;2003;1;Tam, gdzie nie sięga wzrok;Anna Maria Jopek & Friends with Pat Metheny;30
1097;2003;2;Ballada dla okruszka;Raz, Dwa, Trzy;29
1097;2003;3;The Scientist;Coldplay;28
1097;2003;4;Życie to krótki sen;Stanisław Sojka;27
1097;2003;5;A Sorta Fairytale;Tori Amos;26
1097;2003;6;Feel;Robbie Williams;25
1097;2003;7;Again;Archive;24
1097;2003;8;Simple Together;Alanis Morissette;23
1097;2003;9;Chciałbym umrzeć z miłości;Myslovitz;22
1097;2003;10;Pod Papugami;Kora;21
1097;2003;11;More Than This;Peter Gabriel;20
1097;2003;12;Cudzoziemka w raju kobiet;Hey;19
1097;2003;13;I Am Mine;Pearl Jam;18
1097;2003;14;Just Like a Pill;P!nk;17
1097;2003;15;You May Be in Love;Blue Café;16
1097;2003;16;Clocks;Coldplay;15
1097;2003;17;Electrical Storm;U2;14
1097;2003;18;Little by Little;Oasis;13
1097;2003;19;In This World;Moby feat. Jennifer Price;12
1097;2003;20;One Last Breath;Creed;11
1097;2003;21;Can't Stop;Red Hot Chili Peppers;10
1097;2003;22;Don't Know Why;Norah Jones;9
1097;2003;23;These Foolish Things;Rod Stewart;8
1097;2003;24;Did Anyone Approach You?;a-ha;7
1097;2003;25;Oczy tej małej;Raz, Dwa, Trzy;6
1097;2003;26;Pieprz i sól;Kasia Kowalska;5
1097;2003;27;Ja ogień ty woda;Wilki;4
1097;2003;28;Czemu gdy;Oxy.Gen;3
1097;2003;29;While My Guitar Gently Weeps;Toto;2
1097;2003;30;You Don't Know You're Born;Mark Knopfler;1
1098;2003;1;Tam, gdzie nie sięga wzrok;Anna Maria Jopek & Friends with Pat Metheny;30
1098;2003;2;Again;Archive;29
1098;2003;3;A Sorta Fairytale;Tori Amos;28
1098;2003;4;Chciałbym umrzeć z miłości;Myslovitz;27
1098;2003;5;The Scientist;Coldplay;26
1098;2003;6;Ballada dla okruszka;Raz, Dwa, Trzy;25
1098;2003;7;Życie to krótki sen;Stanisław Sojka;24
1098;2003;8;Simple Together;Alanis Morissette;23
1098;2003;9;Pod Papugami;Kora;22
1098;2003;10;Feel;Robbie Williams;21
1098;2003;11;You May Be in Love;Blue Café;20
1098;2003;12;Clocks;Coldplay;19
1098;2003;13;Can't Stop;Red Hot Chili Peppers;18
1098;2003;14;Just Like a Pill;P!nk;17
1098;2003;15;In This World;Moby feat. Jennifer Price;16
1098;2003;16;Don't Know Why;Norah Jones;15
1098;2003;17;Electrical Storm;U2;14
1098;2003;18;More Than This;Peter Gabriel;13
1098;2003;19;I Am Mine;Pearl Jam;12
1098;2003;20;One Last Breath;Creed;11
1098;2003;21;Cudzoziemka w raju kobiet;Hey;10
1098;2003;22;Little by Little;Oasis;9
1098;2003;23;Here I Am;Wilki;8
1098;2003;24;Pieprz i sól;Kasia Kowalska;7
1098;2003;25;Did Anyone Approach You?;a-ha;6
1098;2003;26;While My Guitar Gently Weeps;Toto;5
1098;2003;27;Taxi Ride;Tori Amos;4
1098;2003;28;Disease;Matchbox Twenty;3
1098;2003;29;These Foolish Things;Rod Stewart;2
1098;2003;30;You Don't Know You're Born;Mark Knopfler;1
1099;2003;1;Chciałbym umrzeć z miłości;Myslovitz;30
1099;2003;2;Again;Archive;29
1099;2003;3;Tam, gdzie nie sięga wzrok;Anna Maria Jopek & Friends with Pat Metheny;28
1099;2003;4;Pod Papugami;Kora;27
1099;2003;5;A Sorta Fairytale;Tori Amos;26
1099;2003;6;Ballada dla okruszka;Raz, Dwa, Trzy;25
1099;2003;7;The Scientist;Coldplay;24
1099;2003;8;Simple Together;Alanis Morissette;23
1099;2003;9;You May Be in Love;Blue Café;22
1099;2003;10;Życie to krótki sen;Stanisław Sojka;21
1099;2003;11;Clocks;Coldplay;20
1099;2003;12;Can't Stop;Red Hot Chili Peppers;19
1099;2003;13;In This World;Moby feat. Jennifer Price;18
1099;2003;14;Taxi Ride;Tori Amos;17
1099;2003;15;More Than This;Peter Gabriel;16
1099;2003;16;Here I Am;Wilki;15
1099;2003;17;Don't Know Why;Norah Jones;14
1099;2003;18;Electrical Storm;U2;13
1099;2003;19;While My Guitar Gently Weeps;Toto;12
1099;2003;20;Feel;Robbie Williams;11
1099;2003;21;One Last Breath;Creed;10
1099;2003;22;I Am Mine;Pearl Jam;9
1099;2003;23;Just Like a Pill;P!nk;8
1099;2003;24;Disease;Matchbox Twenty;7
1099;2003;25;Pieprz i sól;Kasia Kowalska;6
1099;2003;26;Little by Little;Oasis;5
1099;2003;27;Mercedes Benz (remix);Janis Joplin;4
1099;2003;28;Blackest Eyes;Porcupine Tree;3
1099;2003;29;Cudzoziemka w raju kobiet;Hey;2
1099;2003;30;You Don't Know You're Born;Mark Knopfler;1
1100;2003;1;Again;Archive;30
1100;2003;2;Chciałbym umrzeć z miłości;Myslovitz;29
1100;2003;3;Pod Papugami;Kora;28
1100;2003;4;Clocks;Coldplay;27
1100;2003;5;Tam, gdzie nie sięga wzrok;Anna Maria Jopek & Friends with Pat Metheny;26
1100;2003;6;A Sorta Fairytale;Tori Amos;25
1100;2003;7;You May Be in Love;Blue Café;24
1100;2003;8;The Scientist;Coldplay;23
1100;2003;9;Simple Together;Alanis Morissette;22
1100;2003;10;Can't Stop;Red Hot Chili Peppers;21
1100;2003;11;The Bitter End;Placebo;20
1100;2003;12;Ballada dla okruszka;Raz, Dwa, Trzy;19
1100;2003;13;Don't Know Why;Norah Jones;18
1100;2003;14;Here I Am;Wilki;17
1100;2003;15;In This World;Moby feat. Jennifer Price;16
1100;2003;16;Taxi Ride;Tori Amos;15
1100;2003;17;More Than This;Peter Gabriel;14
1100;2003;18;While My Guitar Gently Weeps;Toto;13
1100;2003;19;Mercedes Benz (remix);Janis Joplin;12
1100;2003;20;Życie to krótki sen;Stanisław Sojka;11
1100;2003;21;Electrical Storm;U2;10
1100;2003;22;I Am Mine;Pearl Jam;9
1100;2003;23;Feel;Robbie Williams;8
1100;2003;24;One Last Breath;Creed;7
1100;2003;25;Disease;Matchbox Twenty;6
1100;2003;26;Blackest Eyes;Porcupine Tree;5
1100;2003;27;Pieprz i sól;Kasia Kowalska;4
1100;2003;28;Bo tutaj jest jak jest;Borysewicz & Kukiz;3
1100;2003;29;Just Like a Pill;P!nk;2
1100;2003;30;You Don't Know You're Born;Mark Knopfler;1
1101;2003;1;Again;Archive;30
1101;2003;2;Chciałbym umrzeć z miłości;Myslovitz;29
1101;2003;3;Pod Papugami;Kora;28
1101;2003;4;Clocks;Coldplay;27
1101;2003;5;You May Be in Love;Blue Café;26
1101;2003;6;A Sorta Fairytale;Tori Amos;25
1101;2003;7;The Bitter End;Placebo;24
1101;2003;8;Don't Know Why;Norah Jones;23
1101;2003;9;Can't Stop;Red Hot Chili Peppers;22
1101;2003;10;Tam, gdzie nie sięga wzrok;Anna Maria Jopek & Friends with Pat Metheny;21
1101;2003;11;Mundialeiro;Püdelsi;20
1101;2003;12;Ballada dla okruszka;Raz, Dwa, Trzy;19
1101;2003;13;Simple Together;Alanis Morissette;18
1101;2003;14;Here I Am;Wilki;17
1101;2003;15;The Scientist;Coldplay;16
1101;2003;16;Bo tutaj jest jak jest;Borysewicz & Kukiz;15
1101;2003;17;In This World;Moby feat. Jennifer Price;14
1101;2003;18;Taxi Ride;Tori Amos;13
1101;2003;19;More Than This;Peter Gabriel;12
1101;2003;20;Trudno nie wierzyć w nic;Raz, Dwa, Trzy;11
1101;2003;21;Mercedes Benz (remix);Janis Joplin;10
1101;2003;22;While My Guitar Gently Weeps;Toto;9
1101;2003;23;I Am Mine;Pearl Jam;8
1101;2003;24;Blackest Eyes;Porcupine Tree;7
1101;2003;25;Feel;Robbie Williams;6
1101;2003;26;Disease;Matchbox Twenty;5
1101;2003;27;Życie to krótki sen;Stanisław Sojka;4
1101;2003;28;Pieprz i sól;Kasia Kowalska;3
1101;2003;29;Electrical Storm;U2;2
1101;2003;30;One Last Breath;Creed;1
1102;2003;1;Again;Archive;30
1102;2003;2;The Bitter End;Placebo;29
1102;2003;3;You May Be in Love;Blue Café;28
1102;2003;4;Chciałbym umrzeć z miłości;Myslovitz;27
1102;2003;5;Don't Know Why;Norah Jones;26
1102;2003;6;Pod Papugami;Kora;25
1102;2003;7;Clocks;Coldplay;24
1102;2003;8;Trudno nie wierzyć w nic;Raz, Dwa, Trzy;23
1102;2003;9;A Sorta Fairytale;Tori Amos;22
1102;2003;10;Can't Stop;Red Hot Chili Peppers;21
1102;2003;11;Mundialeiro;Püdelsi;20
1102;2003;12;Bo tutaj jest jak jest;Borysewicz & Kukiz;19
1102;2003;13;Ballada dla okruszka;Raz, Dwa, Trzy;18
1102;2003;14;Tam, gdzie nie sięga wzrok;Anna Maria Jopek & Friends with Pat Metheny;17
1102;2003;15;Here I Am;Wilki;16
1102;2003;16;Simple Together;Alanis Morissette;15
1102;2003;17;Blackest Eyes;Porcupine Tree;14
1102;2003;18;Special Cases;Massive Attack feat. Sinéad O'Connor;13
1102;2003;19;In This World;Moby feat. Jennifer Price;12
1102;2003;20;More Than This;Peter Gabriel;11
1102;2003;21;The Scientist;Coldplay;10
1102;2003;22;The Hands That Built America;U2;9
1102;2003;23;I Am Mine;Pearl Jam;8
1102;2003;24;Mercedes Benz (remix);Janis Joplin;7
1102;2003;25;Feel;Robbie Williams;6
1102;2003;26;While My Guitar Gently Weeps;Toto;5
1102;2003;27;Taxi Ride;Tori Amos;4
1102;2003;28;Disease;Matchbox Twenty;3
1102;2003;29;Mania mienia;Anna Maria Jopek & Friends with Pat Metheny;2
1102;2003;30;Pieprz i sól;Kasia Kowalska;1
1103;2003;1;Again;Archive;30
1103;2003;2;The Bitter End;Placebo;29
1103;2003;3;You May Be in Love;Blue Café;28
1103;2003;4;Don't Know Why;Norah Jones;27
1103;2003;5;Trudno nie wierzyć w nic;Raz, Dwa, Trzy;26
1103;2003;6;Bo tutaj jest jak jest;Borysewicz & Kukiz;25
1103;2003;7;Chciałbym umrzeć z miłości;Myslovitz;24
1103;2003;8;Clocks;Coldplay;23
1103;2003;9;Can't Stop;Red Hot Chili Peppers;22
1103;2003;10;Pod Papugami;Kora;21
1103;2003;11;Mundialeiro;Püdelsi;20
1103;2003;12;The Hands That Built America;U2;19
1103;2003;13;A Sorta Fairytale;Tori Amos;18
1103;2003;14;Ballada dla okruszka;Raz, Dwa, Trzy;17
1103;2003;15;Blackest Eyes;Porcupine Tree;16
1103;2003;16;Simple Together;Alanis Morissette;15
1103;2003;17;Special Cases;Massive Attack feat. Sinéad O'Connor;14
1103;2003;18;Here I Am;Wilki;13
1103;2003;19;Tam, gdzie nie sięga wzrok;Anna Maria Jopek & Friends with Pat Metheny;12
1103;2003;20;Mercedes Benz (remix);Janis Joplin;11
1103;2003;21;In This World;Moby feat. Jennifer Price;10
1103;2003;22;The Scientist;Coldplay;9
1103;2003;23;Feel;Robbie Williams;8
1103;2003;24;More Than This;Peter Gabriel;7
1103;2003;25;Mania mienia;Anna Maria Jopek & Friends with Pat Metheny;6
1103;2003;26;I Am Mine;Pearl Jam;5
1103;2003;27;Familiar Feeling;Moloko;4
1103;2003;28;While My Guitar Gently Weeps;Toto;3
1103;2003;29;Taxi Ride;Tori Amos;2
1103;2003;30;Kwiat (Louloudi);Grzegorz Turnau & George Dalaras;1
1104;2003;1;You May Be in Love;Blue Café;30
1104;2003;2;Again;Archive;29
1104;2003;3;Trudno nie wierzyć w nic;Raz, Dwa, Trzy;28
1104;2003;4;The Bitter End;Placebo;27
1104;2003;5;Don't Know Why;Norah Jones;26
1104;2003;6;Bo tutaj jest jak jest;Borysewicz & Kukiz;25
1104;2003;7;Chciałbym umrzeć z miłości;Myslovitz;24
1104;2003;8;The Hands That Built America;U2;23
1104;2003;9;Can't Stop;Red Hot Chili Peppers;22
1104;2003;10;Clocks;Coldplay;21
1104;2003;11;Mundialeiro;Püdelsi;20
1104;2003;12;Blackest Eyes;Porcupine Tree;19
1104;2003;13;A Sorta Fairytale;Tori Amos;18
1104;2003;14;Special Cases;Massive Attack feat. Sinéad O'Connor;17
1104;2003;15;Ballada dla okruszka;Raz, Dwa, Trzy;16
1104;2003;16;Pod Papugami;Kora;15
1104;2003;17;Simple Together;Alanis Morissette;14
1104;2003;18;In This World;Moby feat. Jennifer Price;13
1104;2003;19;Here I Am;Wilki;12
1104;2003;20;Familiar Feeling;Moloko;11
1104;2003;21;Mania mienia;Anna Maria Jopek & Friends with Pat Metheny;10
1104;2003;22;Mercedes Benz (remix);Janis Joplin;9
1104;2003;23;The Scientist;Coldplay;8
1104;2003;24;Kwiat (Louloudi);Grzegorz Turnau & George Dalaras;7
1104;2003;25;Tam, gdzie nie sięga wzrok;Anna Maria Jopek & Friends with Pat Metheny;6
1104;2003;26;Feel;Robbie Williams;5
1104;2003;27;I Am Mine;Pearl Jam;4
1104;2003;28;Taxi Ride;Tori Amos;3
1104;2003;29;Somewhere I Belong;Linkin Park;2
1104;2003;30;Klus Mitroh;Hey;1
1105;2003;1;Again;Archive;30
1105;2003;2;The Bitter End;Placebo;29
1105;2003;3;Trudno nie wierzyć w nic;Raz, Dwa, Trzy;28
1105;2003;4;You May Be in Love;Blue Café;27
1105;2003;5;Bo tutaj jest jak jest;Borysewicz & Kukiz;26
1105;2003;6;Don't Know Why;Norah Jones;25
1105;2003;7;The Hands That Built America;U2;24
1105;2003;8;Chciałbym umrzeć z miłości;Myslovitz;23
1105;2003;9;Can't Stop;Red Hot Chili Peppers;22
1105;2003;10;Clocks;Coldplay;21
1105;2003;11;Special Cases;Massive Attack feat. Sinéad O'Connor;20
1105;2003;12;Blackest Eyes;Porcupine Tree;19
1105;2003;13;A Sorta Fairytale;Tori Amos;18
1105;2003;14;Mundialeiro;Püdelsi;17
1105;2003;15;Familiar Feeling;Moloko;16
1105;2003;16;Ballada dla okruszka;Raz, Dwa, Trzy;15
1105;2003;17;Mania mienia;Anna Maria Jopek & Friends with Pat Metheny;14
1105;2003;18;Somewhere I Belong;Linkin Park;13
1105;2003;19;In This World;Moby feat. Jennifer Price;12
1105;2003;20;Here I Am;Wilki;11
1105;2003;21;Kwiat (Louloudi);Grzegorz Turnau & George Dalaras;10
1105;2003;22;Mercedes Benz (remix);Janis Joplin;9
1105;2003;23;Taxi Ride;Tori Amos;8
1105;2003;24;Ka-Ching!;Shania Twain;7
1105;2003;25;The Scientist;Coldplay;6
1105;2003;26;Tam, gdzie nie sięga wzrok;Anna Maria Jopek & Friends with Pat Metheny;5
1105;2003;27;Klus Mitroh;Hey;4
1105;2003;28;I Am Mine;Pearl Jam;3
1105;2003;29;Eyes Wide Open;King Crimson;2
1105;2003;30;Simple Together;Alanis Morissette;1
1106;2003;1;Trudno nie wierzyć w nic;Raz, Dwa, Trzy;30
1106;2003;2;Bo tutaj jest jak jest;Borysewicz & Kukiz;29
1106;2003;3;Again;Archive;28
1106;2003;4;You May Be in Love;Blue Café;27
1106;2003;5;The Bitter End;Placebo;26
1106;2003;6;Don't Know Why;Norah Jones;25
1106;2003;7;Somewhere I Belong;Linkin Park;24
1106;2003;8;The Hands That Built America;U2;23
1106;2003;9;Chciałbym umrzeć z miłości;Myslovitz;22
1106;2003;10;Blackest Eyes;Porcupine Tree;21
1106;2003;11;Special Cases;Massive Attack feat. Sinéad O'Connor;20
1106;2003;12;Clocks;Coldplay;19
1106;2003;13;Can't Stop;Red Hot Chili Peppers;18
1106;2003;14;Ballada dla okruszka;Raz, Dwa, Trzy;17
1106;2003;15;Familiar Feeling;Moloko;16
1106;2003;16;A Sorta Fairytale;Tori Amos;15
1106;2003;17;Mundialeiro;Püdelsi;14
1106;2003;18;Mania mienia;Anna Maria Jopek & Friends with Pat Metheny;13
1106;2003;19;Kwiat (Louloudi);Grzegorz Turnau & George Dalaras;12
1106;2003;20;Klus Mitroh;Hey;11
1106;2003;21;Here I Am;Wilki;10
1106;2003;22;Ka-Ching!;Shania Twain;9
1106;2003;23;Mercedes Benz (remix);Janis Joplin;8
1106;2003;24;In This World;Moby feat. Jennifer Price;7
1106;2003;25;Eyes Wide Open;King Crimson;6
1106;2003;26;Kochana;Renata Przemyk & Kasia Nosowska;5
1106;2003;27;Taxi Ride;Tori Amos;4
1106;2003;28;Money;Pink Floyd;3
1106;2003;29;Tam, gdzie nie sięga wzrok;Anna Maria Jopek & Friends with Pat Metheny;2
1106;2003;30;Supermarket;Formacja Nieżywych Schabuff;1
1107;2003;1;Trudno nie wierzyć w nic;Raz, Dwa, Trzy;30
1107;2003;2;Bo tutaj jest jak jest;Borysewicz & Kukiz;29
1107;2003;3;Again;Archive;28
1107;2003;4;The Bitter End;Placebo;27
1107;2003;5;You May Be in Love;Blue Café;26
1107;2003;6;Somewhere I Belong;Linkin Park;25
1107;2003;7;Don't Know Why;Norah Jones;24
1107;2003;8;The Hands That Built America;U2;23
1107;2003;9;Special Cases;Massive Attack feat. Sinéad O'Connor;22
1107;2003;10;Chciałbym umrzeć z miłości;Myslovitz;21
1107;2003;11;Blackest Eyes;Porcupine Tree;20
1107;2003;12;Money;Pink Floyd;19
1107;2003;13;Familiar Feeling;Moloko;18
1107;2003;14;Can't Stop;Red Hot Chili Peppers;17
1107;2003;15;Mundialeiro;Püdelsi;16
1107;2003;16;Kochana;Renata Przemyk & Kasia Nosowska;15
1107;2003;17;A Sorta Fairytale;Tori Amos;14
1107;2003;18;Mania mienia;Anna Maria Jopek & Friends with Pat Metheny;13
1107;2003;19;Clocks;Coldplay;12
1107;2003;20;Klus Mitroh;Hey;11
1107;2003;21;Kwiat (Louloudi);Grzegorz Turnau & George Dalaras;10
1107;2003;22;Eyes Wide Open;King Crimson;9
1107;2003;23;Ballada dla okruszka;Raz, Dwa, Trzy;8
1107;2003;24;Ka-Ching!;Shania Twain;7
1107;2003;25;In This World;Moby feat. Jennifer Price;6
1107;2003;26;Here I Am;Wilki;5
1107;2003;27;Mercedes Benz (remix);Janis Joplin;4
1107;2003;28;Supermarket;Formacja Nieżywych Schabuff;3
1107;2003;29;Family Portrait;P!nk;2
1107;2003;30;American Life;Madonna;1
1108;2003;1;Bo tutaj jest jak jest;Borysewicz & Kukiz;30
1108;2003;2;Somewhere I Belong;Linkin Park;29
1108;2003;3;Trudno nie wierzyć w nic;Raz, Dwa, Trzy;28
1108;2003;4;Again;Archive;27
1108;2003;5;The Bitter End;Placebo;26
1108;2003;6;You May Be in Love;Blue Café;25
1108;2003;7;Kochana;Renata Przemyk & Kasia Nosowska;24
1108;2003;8;Don't Know Why;Norah Jones;23
1108;2003;9;Familiar Feeling;Moloko;22
1108;2003;10;Money;Pink Floyd;21
1108;2003;11;Special Cases;Massive Attack feat. Sinéad O'Connor;20
1108;2003;12;Eyes Wide Open;King Crimson;19
1108;2003;13;The Hands That Built America;U2;18
1108;2003;14;Chciałbym umrzeć z miłości;Myslovitz;17
1108;2003;15;Blackest Eyes;Porcupine Tree;16
1108;2003;16;Mania mienia;Anna Maria Jopek & Friends with Pat Metheny;15
1108;2003;17;Mundialeiro;Püdelsi;14
1108;2003;18;Can't Stop;Red Hot Chili Peppers;13
1108;2003;19;Kwiat (Louloudi);Grzegorz Turnau & George Dalaras;12
1108;2003;20;Klus Mitroh;Hey;11
1108;2003;21;American Life;Madonna;10
1108;2003;22;A Sorta Fairytale;Tori Amos;9
1108;2003;23;Clocks;Coldplay;8
1108;2003;24;Ballada dla okruszka;Raz, Dwa, Trzy;7
1108;2003;25;Ka-Ching!;Shania Twain;6
1108;2003;26;Supermarket;Formacja Nieżywych Schabuff;5
1108;2003;27;Who Told You?;Smolik feat. Mika;4
1108;2003;28;Here I Am;Wilki;3
1108;2003;29;I'm with You;Avril Lavigne;2
1108;2003;30;Family Portrait;P!nk;1
1109;2003;1;Somewhere I Belong;Linkin Park;30
1109;2003;2;Bo tutaj jest jak jest;Borysewicz & Kukiz;29
1109;2003;3;The Bitter End;Placebo;28
1109;2003;4;Kochana;Renata Przemyk & Kasia Nosowska;27
1109;2003;5;Trudno nie wierzyć w nic;Raz, Dwa, Trzy;26
1109;2003;6;Again;Archive;25
1109;2003;7;You May Be in Love;Blue Café;24
1109;2003;8;Familiar Feeling;Moloko;23
1109;2003;9;Don't Know Why;Norah Jones;22
1109;2003;10;Special Cases;Massive Attack feat. Sinéad O'Connor;21
1109;2003;11;The Hands That Built America;U2;20
1109;2003;12;Eyes Wide Open;King Crimson;19
1109;2003;13;Mania mienia;Anna Maria Jopek & Friends with Pat Metheny;18
1109;2003;14;Kwiat (Louloudi);Grzegorz Turnau & George Dalaras;17
1109;2003;15;American Life;Madonna;16
1109;2003;16;Chciałbym umrzeć z miłości;Myslovitz;15
1109;2003;17;Money;Pink Floyd;14
1109;2003;18;Can't Stop;Red Hot Chili Peppers;13
1109;2003;19;Blackest Eyes;Porcupine Tree;12
1109;2003;20;Klus Mitroh;Hey;11
1109;2003;21;Ka-Ching!;Shania Twain;10
1109;2003;22;Mundialeiro;Püdelsi;9
1109;2003;23;A Sorta Fairytale;Tori Amos;8
1109;2003;24;Supermarket;Formacja Nieżywych Schabuff;7
1109;2003;25;Who Told You?;Smolik feat. Mika;6
1109;2003;26;Ballada dla okruszka;Raz, Dwa, Trzy;5
1109;2003;27;Family Portrait;P!nk;4
1109;2003;28;Sunrise;Simply Red;3
1109;2003;29;I'm with You;Avril Lavigne;2
1109;2003;30;Out of Time;Blur;1
1110;2003;1;Somewhere I Belong;Linkin Park;30
1110;2003;2;Bo tutaj jest jak jest;Borysewicz & Kukiz;29
1110;2003;3;Kochana;Renata Przemyk & Kasia Nosowska;28
1110;2003;4;Again;Archive;27
1110;2003;5;The Bitter End;Placebo;26
1110;2003;6;Trudno nie wierzyć w nic;Raz, Dwa, Trzy;25
1110;2003;7;Familiar Feeling;Moloko;24
1110;2003;8;Special Cases;Massive Attack feat. Sinéad O'Connor;23
1110;2003;9;You May Be in Love;Blue Café;22
1110;2003;10;American Life;Madonna;21
1110;2003;11;Don't Know Why;Norah Jones;20
1110;2003;12;Mania mienia;Anna Maria Jopek & Friends with Pat Metheny;19
1110;2003;13;Eyes Wide Open;King Crimson;18
1110;2003;14;Who Told You?;Smolik feat. Mika;17
1110;2003;15;Out of Time;Blur;16
1110;2003;16;Money;Pink Floyd;15
1110;2003;17;Klus Mitroh;Hey;14
1110;2003;18;The Hands That Built America;U2;13
1110;2003;19;Kwiat (Louloudi);Grzegorz Turnau & George Dalaras;12
1110;2003;20;Chciałbym umrzeć z miłości;Myslovitz;11
1110;2003;21;Sunrise;Simply Red;10
1110;2003;22;Can't Stop;Red Hot Chili Peppers;9
1110;2003;23;Ka-Ching!;Shania Twain;8
1110;2003;24;A Sorta Fairytale;Tori Amos;7
1110;2003;25;Growing Up;Peter Gabriel;6
1110;2003;26;Mundialeiro;Püdelsi;5
1110;2003;27;Supermarket;Formacja Nieżywych Schabuff;4
1110;2003;28;Wyjątkowo zimny maj;Kora;3
1110;2003;29;Family Portrait;P!nk;2
1110;2003;30;I'm with You;Avril Lavigne;1
1111;2003;1;Kochana;Renata Przemyk & Kasia Nosowska;30
1111;2003;2;Bo tutaj jest jak jest;Borysewicz & Kukiz;29
1111;2003;3;Somewhere I Belong;Linkin Park;28
1111;2003;4;Again;Archive;27
1111;2003;5;The Bitter End;Placebo;26
1111;2003;6;Out of Time;Blur;25
1111;2003;7;Wyjątkowo zimny maj;Kora;24
1111;2003;8;Growing Up;Peter Gabriel;23
1111;2003;9;Familiar Feeling;Moloko;22
1111;2003;10;Trudno nie wierzyć w nic;Raz, Dwa, Trzy;21
1111;2003;11;Who Told You?;Smolik feat. Mika;20
1111;2003;12;American Life;Madonna;19
1111;2003;13;Special Cases;Massive Attack feat. Sinéad O'Connor;18
1111;2003;14;Eyes Wide Open;King Crimson;17
1111;2003;15;Klus Mitroh;Hey;16
1111;2003;16;Sunrise;Simply Red;15
1111;2003;17;You May Be in Love;Blue Café;14
1111;2003;18;Don't Know Why;Norah Jones;13
1111;2003;19;Kwiat (Louloudi);Grzegorz Turnau & George Dalaras;12
1111;2003;20;Mania mienia;Anna Maria Jopek & Friends with Pat Metheny;11
